Type,Layer,Class1,Class2,ActivationPercentage
att,11,programming,programming,15.301513671875
att,12,empathetic_dialogue,empathetic_dialogue,3.594970703125
att,12,empathetic_dialogue,math,1.18408203125
att,12,empathetic_dialogue,mmlu,1.739501953125
att,12,empathetic_dialogue,programming,1.763916015625
att,12,math,math,7.244873046875
att,12,math,mmlu,3.802490234375
att,12,math,programming,4.8095703125
att,12,mmlu,mmlu,9.50927734375
att,12,mmlu,programming,4.5654296875
att,12,programming,programming,10.72998046875
att,13,empathetic_dialogue,empathetic_dialogue,9.576416015625
att,13,empathetic_dialogue,math,3.692626953125
att,13,empathetic_dialogue,mmlu,6.43310546875
att,13,empathetic_dialogue,programming,6.060791015625
att,13,math,math,12.34130859375
att,13,math,mmlu,8.514404296875
att,13,math,programming,9.06982421875
att,13,mmlu,mmlu,19.793701171875
att,13,mmlu,programming,11.322021484375
att,13,programming,programming,18.353271484375
att,14,empathetic_dialogue,empathetic_dialogue,6.109619140625
att,14,empathetic_dialogue,math,1.873779296875
att,14,empathetic_dialogue,mmlu,3.30810546875
att,14,empathetic_dialogue,programming,2.569580078125
att,14,math,math,11.016845703125
att,14,math,mmlu,6.585693359375
att,14,math,programming,6.787109375
att,14,mmlu,mmlu,17.15087890625
att,14,mmlu,programming,7.269287109375
att,14,programming,programming,13.433837890625
att,15,empathetic_dialogue,empathetic_dialogue,8.355712890625
att,15,empathetic_dialogue,math,4.58984375
att,15,empathetic_dialogue,mmlu,6.18896484375
att,15,empathetic_dialogue,programming,6.268310546875
att,15,math,math,17.34619140625
att,15,math,mmlu,12.060546875
att,15,math,programming,13.4033203125
att,15,mmlu,mmlu,20.947265625
att,15,mmlu,programming,14.593505859375
att,15,programming,programming,22.808837890625
att,16,empathetic_dialogue,empathetic_dialogue,17.51708984375
att,16,empathetic_dialogue,math,8.23974609375
att,16,empathetic_dialogue,mmlu,13.128662109375
att,16,empathetic_dialogue,programming,11.151123046875
att,16,math,math,19.329833984375
att,16,math,mmlu,14.80712890625
att,16,math,programming,14.5751953125
att,16,mmlu,mmlu,33.60595703125
att,16,mmlu,programming,18.890380859375
att,16,programming,programming,26.031494140625
att,17,empathetic_dialogue,empathetic_dialogue,13.3544921875
att,17,empathetic_dialogue,math,7.2998046875
att,17,empathetic_dialogue,mmlu,10.85205078125
att,17,empathetic_dialogue,programming,10.272216796875
att,17,math,math,19.873046875
att,17,math,mmlu,14.75830078125
att,17,math,programming,15.374755859375
att,17,mmlu,mmlu,28.131103515625
att,17,mmlu,programming,18.83544921875
att,17,programming,programming,26.763916015625
att,18,empathetic_dialogue,empathetic_dialogue,25.091552734375
att,18,empathetic_dialogue,math,15.185546875
att,18,empathetic_dialogue,mmlu,21.942138671875
att,18,empathetic_dialogue,programming,20.05615234375
att,18,math,math,28.399658203125
att,18,math,mmlu,23.876953125
att,18,math,programming,23.663330078125
att,18,mmlu,mmlu,43.829345703125
att,18,mmlu,programming,31.390380859375
att,18,programming,programming,39.544677734375
att,19,empathetic_dialogue,empathetic_dialogue,9.283447265625
att,19,empathetic_dialogue,math,6.33544921875
att,19,empathetic_dialogue,mmlu,7.84912109375
att,19,empathetic_dialogue,programming,7.8857421875
att,19,math,math,18.310546875
att,19,math,mmlu,13.885498046875
att,19,math,programming,14.666748046875
att,19,mmlu,mmlu,23.492431640625
att,19,mmlu,programming,17.041015625
att,19,programming,programming,24.560546875
att,20,empathetic_dialogue,empathetic_dialogue,22.54638671875
att,20,empathetic_dialogue,math,13.629150390625
att,20,empathetic_dialogue,mmlu,19.3359375
att,20,empathetic_dialogue,programming,17.388916015625
att,20,math,math,28.90625
att,20,math,mmlu,23.42529296875
att,20,math,programming,23.2421875
att,20,mmlu,mmlu,43.267822265625
att,20,mmlu,programming,29.33349609375
att,20,programming,programming,37.7685546875
att,21,empathetic_dialogue,empathetic_dialogue,21.783447265625
att,21,empathetic_dialogue,math,12.63427734375
att,21,empathetic_dialogue,mmlu,18.267822265625
att,21,empathetic_dialogue,programming,17.315673828125
att,21,math,math,29.046630859375
att,21,math,mmlu,23.3642578125
att,21,math,programming,24.49951171875
att,21,mmlu,mmlu,44.22607421875
att,21,mmlu,programming,31.304931640625
att,21,programming,programming,41.1865234375
att,22,empathetic_dialogue,empathetic_dialogue,19.482421875
att,22,empathetic_dialogue,math,13.714599609375
att,22,empathetic_dialogue,mmlu,16.949462890625
att,22,empathetic_dialogue,programming,15.972900390625
att,22,math,math,28.643798828125
att,22,math,mmlu,22.589111328125
att,22,math,programming,23.15673828125
att,22,mmlu,mmlu,38.14697265625
att,22,mmlu,programming,27.166748046875
att,22,programming,programming,36.4013671875
att,23,empathetic_dialogue,empathetic_dialogue,21.61865234375
att,23,empathetic_dialogue,math,13.63525390625
att,23,empathetic_dialogue,mmlu,18.45703125
att,23,empathetic_dialogue,programming,17.156982421875
att,23,math,math,26.898193359375
att,23,math,mmlu,22.5341796875
att,23,math,programming,21.8505859375
att,23,mmlu,mmlu,42.230224609375
att,23,mmlu,programming,28.759765625
att,23,programming,programming,36.346435546875
att,24,empathetic_dialogue,empathetic_dialogue,20.367431640625
att,24,empathetic_dialogue,math,13.671875
att,24,empathetic_dialogue,mmlu,17.388916015625
att,24,empathetic_dialogue,programming,16.49169921875
att,24,math,math,29.443359375
att,24,math,mmlu,24.542236328125
att,24,math,programming,23.01025390625
att,24,mmlu,mmlu,42.535400390625
att,24,mmlu,programming,28.3935546875
att,24,programming,programming,37.384033203125
att,25,empathetic_dialogue,empathetic_dialogue,19.647216796875
att,25,empathetic_dialogue,math,10.260009765625
att,25,empathetic_dialogue,mmlu,15.191650390625
att,25,empathetic_dialogue,programming,13.720703125
att,25,math,math,21.832275390625
att,25,math,mmlu,16.36962890625
att,25,math,programming,16.40625
att,25,mmlu,mmlu,36.016845703125
att,25,mmlu,programming,21.20361328125
att,25,programming,programming,31.402587890625
